2100,32130
1660,18881
2311,19419
1769,22836
2322,32310
2076,46196
2114,22132
2315,27917
1991,14282
1813,32438
1852,30644
2735,79271
2012,30811
2530,38460
2552,40688
2179,28566
2560,17685
1680,18984
1652,17602
1216,7411
1769,29035
2241,32991
1251,11860
2498,51657
1606,13256
1601,17066
2563,77234
2052,26751
1748,31292
2085,42377
1913,23690
1735,43309
2221,43478
2560,38175
1725,22976
2401,21076
1401,13058
1731,13095
1880,22726
1644,24094
1973,27438
2588,39668
2287,27678
1846,15669
1817,13665
2544,44058
1805,12910
1242,5590
2457,31357
2300,31468
2223,36062
2191,25639
1717,21275
2210,22393
1214,10335
2409,25325
1697,16307
1665,27399
2562,17488
1962,36950
1898,32007
1547,16860
1865,26236
1757,25100
1242,7205
2032,26430
2801,49071
2071,30612
1985,29659
1587,20710
3384,41856
1742,20423
2098,16865
2819,48594
1907,15666
1901,14686
1600,11614
1883,25442
1430,16865
1219,7135
1757,25461
1460,11822
2091,16795
2084,19118
2735,42612
1990,36594
2712,47106
1622,6495
1605,28596
2568,38155
1410,12454
1492,14818
2567,52187
1908,26397
1275,12711
2548,39484
1732,14952
2112,35811
1443,8582
1724,17467
1854,20952
2095,23560
2342,16220
2198,39790
1848,24495
1680,15657
2246,30512
1702,10105
1977,29943
1566,16907
1982,22142
1185,16985
1770,17798
2085,41422
2958,74450
2867,42991
1819,26207
1963,15478
1969,34994
1844,21051
1308,25735
2476,16997
2030,24935
1624,30047
2184,26035
1878,18176
2158,22192
1504,23859
2543,16074
3239,79788
1772,39559
1825,11292
2151,48890
1831,22793
1720,15705
2623,28831
2030,19673
2242,27503
2158,22809
2886,31021
1452,25889
1855,27435
1761,30871
2100,30967
1756,33339
1601,8998
1397,14723
2751,65149
1978,29302
2067,17672
1923,30033
2053,39140
2486,37363
2268,38099
2134,22780
2936,51188
2306,27500
2287,18050
1253,9559
2206,28571
1741,23659
1430,17905
2074,27268
1891,21454
2389,42358
1559,11839
1775,31981
2702,35374
2382,26616
1749,30017
1445,19214
2565,43047
1896,31706
1601,19253
1877,17384
1666,19212
1698,10580
2567,20119
2188,27121
2077,23474
2201,24028
2461,31280
2016,11442
2168,24118
1961,23156
2568,25487
2343,30188
2083,42074
1399,16432
2055,24805
1583,18028
1945,24151
1411,19194
1393,17106
1848,23421
2296,24476
1983,16804
1305,6921
1946,15789
1915,19016
2029,24766
1455,30895
2088,61513
1928,17888
1642,11223
1684,24616
1873,14987
1239,10087
1214,7723
1637,25639
1480,7278
